,Season,TeamID,pi_i
0,1985,1102,0.0018936414093700083
1,1985,1103,0.0019898714821859308
2,1985,1104,0.006824996651883794
3,1985,1106,0.0020720197091203003
4,1985,1108,0.004348812299322838
5,1985,1109,0.0006492944470268366
6,1985,1110,0.002016740617755369
7,1985,1111,0.0023532053378936815
8,1985,1112,0.005252352116359204
9,1985,1113,0.0031402055497165553
10,1985,1114,0.0039156250764486155
11,1985,1116,0.006422962201287974
12,1985,1117,0.0026740179039544867
13,1985,1119,0.0032539675762912313
14,1985,1120,0.005522397647260179
15,1985,1121,0.0014332853825847311
16,1985,1122,0.001808856791177555
17,1985,1123,0.0038519203704110772
18,1985,1124,0.0025577120782245585
19,1985,1126,0.0012449480933477575
20,1985,1129,0.0028081726185716902
21,1985,1130,0.0060131417263627395
22,1985,1131,0.0033820600381187942
23,1985,1132,0.0026120258722511953
24,1985,1133,0.004490121847395922
25,1985,1134,0.001852679735043614
26,1985,1135,0.0023242433235347334
27,1985,1137,0.002652667121437048
28,1985,1139,0.00296117855724884
29,1985,1140,0.003311347114701468
30,1985,1141,0.002376046047611241
31,1985,1143,0.002984584035054125
32,1985,1144,0.0014382777618393782
33,1985,1145,0.0038788003500372817
34,1985,1147,0.0014951050317678135
35,1985,1149,0.0020191833637000847
36,1985,1150,0.0018082110828014288
37,1985,1151,0.003205272984846735
38,1985,1152,0.0037909966538798795
39,1985,1153,0.003907552931565037
40,1985,1154,0.0025903814001502186
41,1985,1155,0.004556514456633648
42,1985,1156,0.0036754801006000696
43,1985,1159,0.001102675319104635
44,1985,1160,0.002584901879843267
45,1985,1161,0.003032275205173315
46,1985,1162,0.0022592571459925026
47,1985,1163,0.00422438523021679
48,1985,1165,0.0027381629437753865
49,1985,1166,0.003562226611597792
50,1985,1168,0.0031886761643848227
51,1985,1171,0.001297347099275799
52,1985,1172,0.0028174321774010937
53,1985,1173,0.005032188608964522
54,1985,1174,0.0018491677403731403
55,1985,1175,0.0017116338341455234
56,1985,1177,0.005988732145835395
57,1985,1178,0.003953433208511606
58,1985,1179,0.002596219624680376
59,1985,1180,0.0022065160886756818
60,1985,1181,0.007890588346542366
61,1985,1182,0.00225827175159979
62,1985,1183,0.0033607390216608816
63,1985,1184,0.002931103187318519
64,1985,1185,0.003993939644878046
65,1985,1186,0.0017265248342292082
66,1985,1187,0.0019207617903472503
67,1985,1190,0.001903267473242071
68,1985,1191,0.00286224333383086
69,1985,1192,0.003244410002092466
70,1985,1193,0.0026113537136294787
71,1985,1196,0.005392154114615979
72,1985,1197,0.0017419573136347023
73,1985,1199,0.004856167263847873
74,1985,1200,0.004592499272938938
75,1985,1201,0.003749868655840389
76,1985,1202,0.0018999126934523781
77,1985,1203,0.003434015714532508
78,1985,1204,0.003403178190114332
79,1985,1206,0.004280225326296022
80,1985,1207,0.009783901032944431
81,1985,1208,0.006998598589760908
82,1985,1209,0.001274447249901509
83,1985,1210,0.007878128691318254
84,1985,1211,0.0027545368796244047
85,1985,1212,0.0012932088981368107
86,1985,1215,0.002121029277276525
87,1985,1216,0.001869166793739068
88,1985,1217,0.0018881787637923379
89,1985,1218,0.0024269795283080454
90,1985,1220,0.0024481708173353794
91,1985,1221,0.002292599167393761
92,1985,1222,0.003956040673269435
93,1985,1223,0.0033210560226997056
94,1985,1224,0.002647701576785775
95,1985,1225,0.0021488619461692295
96,1985,1226,0.002748316793674091
97,1985,1227,0.002238940522290882
98,1985,1228,0.009330992827484562
99,1985,1229,0.004774801130361829
100,1985,1231,0.006344021337146924
101,1985,1232,0.003603284532085314
102,1985,1233,0.004534183535524838
103,1985,1234,0.007758230511530372
104,1985,1235,0.005076017898629596
105,1985,1238,0.002081744506741342
106,1985,1239,0.0037981220935407217
107,1985,1241,0.0029920258186625116
108,1985,1242,0.00618475511301693
109,1985,1243,0.003582515520948942
110,1985,1245,0.004192344887516136
111,1985,1246,0.005524792985650114
112,1985,1247,0.0032979073382072726
113,1985,1248,0.0024154665336159112
114,1985,1249,0.005664829212455055
115,1985,1250,0.0020472096409708566
116,1985,1253,0.0015680657839227438
117,1985,1254,0.0025113592954157525
118,1985,1256,0.00607735350221724
119,1985,1257,0.004877047711788825
120,1985,1258,0.00218757649487114
121,1985,1259,0.0025303969721007353
122,1985,1260,0.006267621317144606
